collaboration,description,difficulty,duration,free,id_course,n_reviews,rating,school,skills,title,url,language,time_range
,"During the Growth Product Manager Nanodegree program, you will learn to build acquisition funnels, identify core customers, and optimize growth loop models. Then, you will learn how to analyze your results and make improvements to your strategies. Next, you will learn activation theories on how to decrease time-to-value and friction for both B2C and B2B product users, as well as retention theories, for creating audiences and increasing engagement. Finally, you will learn the ins and outs of monetization, from designing pricing plans to determining optimal price points using pricing metrics.",intermediate,120.0,0,nd037,0,,School of Business,"Product Management, Growth Strategy, Customer Acquisition, Activation Strategy, Monetization Strategy, Performance Optimization",Become a Growth Product Manager,https://www.udacity.com/course/growth-product-manager-nanodegree--nd037,English,months
,"Begin your exploration into the world of robotics software engineering with a practical, system-focused approach to programming robots using the ROS framework and C++. In addition, learn and apply robotics software engineering algorithms such as localization, mapping, and navigation.",advanced,160.0,0,nd209,424,91.22641509433964,School of Autonomous Systems,"C++, ROS, Localization, Mapping, SLAM, Navigation, Path Planning, Robot Operating System, Robotics",Become a Robotics Software Engineer,https://www.udacity.com/course/robotics-software-engineer--nd209,English,months
,"You’ll start by building data visualizations and dashboards, considering your audiences to be as effective as possible. Then, you’ll move into drafting presentations using storytelling techniques, visualizations, and animations to provide data-driven recommendations. ",beginner,160.0,0,nd197,147,93.1972789115646,School of Data Science,"Data Visualization, Tableau, Dashboards, Data Storytelling",Data Visualization,https://www.udacity.com/course/data-visualization-nanodegree--nd197,English,months
,"You’ll learn the core concepts required to design and develop robots that fly. You’ll work with the quadrotor test platform and our custom flight simulator to implement planning, control, and estimation solutions.",advanced,240.0,0,nd787,202,91.6831683168317,School of Autonomous Systems,"3D Motion Planning, Controls, Estimation, Kalman Filters",Flying Car and Autonomous Flight Engineer,https://www.udacity.com/course/flying-car-nanodegree--nd787,English,months
,"Learn back-end development with the Java programming language, one of the most popular programming languages in the world and one a majority of large enterprises rely on for their infrastructure.  ",intermediate,160.0,0,nd035,156,84.87179487179488,School of Programming & Development,"Java, Spring Boot, Rest API, MySQL, MongoDB",Become a Java Web Developer,https://www.udacity.com/course/java-developer-nanodegree--nd035,English,months
,"Learn to write programs using the foundational AI algorithms powering everything from NASA’s Mars Rover to DeepMind’s AlphaGo Zero. You’ll master Beam Search and Random Hill Climbing, Bayes Networks and Hidden Markov Models, and more.",advanced,120.0,0,nd898,255,90.74509803921568,School of Artificial Intelligence,"AI Algorithms, Search Algorithms, Optimization, Planning, Pattern Recognition",Expand Your Knowledge of Artificial Intelligence,https://www.udacity.com/course/ai-artificial-intelligence-nanodegree--nd898,English,months
,"In this program, you’ll learn foundational data skills, gain an in-depth understanding of Google Analytics and marketing analytics. You’ll learn to analyze data and build models with Excel, Data Studio, and create informative data visualizations with Tableau.",beginner,120.0,0,nd028,264,93.56060606060606,School of Business,"Google Analytics, Excel & Spreadsheets, Data Visualization, Customer Segmentation",Become a Marketing Analyst,https://www.udacity.com/course/marketing-analytics-nanodegree--nd028,English,months
,"Learn the fundamentals of the blockchain platform. Create your own private blockchain, and secure a digital asset using blockchain identity. Explore the Ethereum platform, and use Solidity and smart contracts to develop your own decentralized app.",intermediate,200.0,0,nd1309,194,88.96907216494846,School of Programming & Development,"Ethereum Blockchain, Blockchain Architecture, Data Auditing",Become a Blockchain Developer,https://www.udacity.com/course/blockchain-developer-nanodegree--nd1309,English,months
,"Take your first step toward a career in cybersecurity and learn the skills required to become a security professional with the Introduction to Cybersecurity Nanodegree program. In this program, you will learn how to evaluate, maintain, and monitor the security of computer systems. You’ll also learn how to assess threats, respond to incidents, and implement security controls to reduce risk and meet security compliance goals.",beginner,160.0,0,nd545,0,,School of Programming & Development,"Threat Assessment, Security Vulnerabilities, Compliance, Governance, Risk, Incident Response",Introduction to Cybersecurity,https://www.udacity.com/course/intro-to-cybersecurity-nanodegree--nd545,English,months
,"Learn to build, evaluate, and integrate predictive models that have the power to transform patient outcomes.  Begin by classifying and segmenting 2D and 3D medical images to augment diagnosis and then move on to modeling patient outcomes with electronic health records to optimize clinical trial testing decisions. Finally, build an algorithm that uses data collected from wearable devices to estimate the wearer’s pulse rate in the presence of motion.",advanced,160.0,0,nd320,91,91.64835164835162,School of Artificial Intelligence,"Artificial Intelligence, 2D Medical Imaging, 3D Medical Imaging, Electronic Health Record Data, Deep Learning, Wearable Device Data, Supervised Learning",AI for Healthcare,https://www.udacity.com/course/ai-for-healthcare-nanodegree--nd320,English,months
Google,We built this curriculum with Google for aspiring Android developers who are new to programming to ensure that you get the real-world skills you need to know how to build and accelerate your journey towards becoming a professional Android Developer.,beginner,160.0,0,nd803,3065,96.82218597063624,School of Programming & Development,"Android Development, Java programming, Android Studio, XML layouts, Android Views",Android Basics by Google,https://www.udacity.com/course/android-basics-nanodegree-by-google--nd803,English,months
"Amazon Alexa, IBM Watson","Learn cutting-edge natural language processing techniques to process speech and analyze text. Build probabilistic and deep learning models, such as hidden Markov models and recurrent neural networks, to teach the computer to do tasks such as speech recognition, machine translation, and more!",advanced,120.0,0,nd892,388,90.72164948453609,School of Artificial Intelligence,"Machine Learning, Speech Recognition, Sentiment Analysis, Machine Translation, Part of Speech Tagging",Become a Natural Language Processing Expert,https://www.udacity.com/course/natural-language-processing-nanodegree--nd892,English,months
,"In this program, you’ll sharpen your Python skills, apply C++, apply matrices and calculus in code, and touch on computer vision and machine learning. These concepts will be applied to solving self-driving car problems. At the end, you’ll be ready for our Self-Driving Car Engineer Nanodegree program!",intermediate,160.0,0,nd113,617,93.19286871961104,School of Autonomous Systems,"Computer Vision, Machine Learning, Vehicle Motion, Control",Intro to Self-Driving Cars,https://www.udacity.com/course/intro-to-self-driving-cars--nd113,English,months
,"In this Nanodegree program, you'll learn how to build declarative user interfaces for the web with React, and for iOS and Android with React Native. You'll also learn how to manage state more predictably in your applications with Redux.",intermediate,120.0,0,nd019,939,92.71565495207668,School of Programming & Development,"React, Redux, React Native",Become a React Developer,https://www.udacity.com/course/react-nanodegree--nd019,English,weeks
,"Play a critical role in an organization’s cloud computing strategy as an AWS Cloud Architect. Learn to plan, design, and implement secure cloud infrastructure in AWS at scale. Begin by designing and building high availability infrastructure, and then move on to building scalable, secure, and cost-optimized architecture. Finally, explore and execute best practices and strategies around securing access to cloud services and infrastructure. 

",advanced,120.0,0,nd063,130,93.3846153846154,School of Cloud Computing,"Cloud Infrastructure, Cloud Security, AWS, CloudFormation, High Availability Infrastructure, Serverless Computing",Become an AWS Cloud Architect,https://www.udacity.com/course/aws-cloud-architect-nanodegree--nd063,English,months
"Kaggle, AWS","Learn foundational machine learning algorithms, starting with data cleaning and supervised models. Then, move on to exploring deep and unsupervised learning. At each step, get practical experience by applying your skills to code exercises and projects.
",intermediate,120.0,0,nd230,249,93.49397590361448,School of Artificial Intelligence,"TensorFlow, Deep Learning, scikit-learn, Supervised Learning, Unsupervised Learning",Intro to Machine Learning with TensorFlow,https://www.udacity.com/course/intro-to-machine-learning-with-tensorflow-nanodegree--nd230,English,months
"Unity, Nvidia Deep Learning Institute","Learn cutting-edge deep reinforcement learning algorithms—from Deep Q-Networks (DQN) to Deep Deterministic Policy Gradients (DDPG). Apply these concepts to train agents to walk, drive, or perform other complex tasks, and build a robust portfolio of deep reinforcement learning projects.",advanced,120.0,0,nd893,354,93.61581920903951,School of Artificial Intelligence,"Reinforcement Learning, Neural Networks, PyTorch, Deep Q-Networks (DQN), Deep Deterministic Policy Gradients (DDPG)",Become a Deep Reinforcement Learning Expert,https://www.udacity.com/course/deep-reinforcement-learning-nanodegree--nd893,English,months
,"You will start by learning the basics of iOS app development using the Swift programming language and Xcode, Apple's development environment. You'll develop your first iOS apps using layouts, views, UIKit, and more. Then, you’ll progress to build more complex and advanced applications, using networking, and Apple’s Grand Central Dispatch and Core Data, and will be ready to publish your capstone project to the App Store.",intermediate,280.0,0,nd003,765,92.3660130718954,School of Programming & Development,"Swift programming, Core Data, UIKit, iOS networking, app publishing, User interfaces, Local Persistence, APIs",Become an iOS Developer,https://www.udacity.com/course/ios-developer-nanodegree--nd003,English,months
,"Start by learning the fundamentals of cloud development and deployment with AWS. Then, build different apps leveraging microservices, Kubernetes clusters, and serverless application technology. ",intermediate,160.0,0,nd9990,536,88.28358208955223,School of Cloud Computing,"AWS, Microservices, Serverless Architecture, Kubernetes",Become a Cloud Developer,https://www.udacity.com/course/cloud-developer-nanodegree--nd9990,English,months
"Affectiva, Nvidia Deep Learning Institute","Learn cutting-edge computer vision and deep learning techniques—from basic image processing, to building and customizing convolutional neural networks. Apply these concepts to vision tasks such as automatic image captioning and object tracking, and build a robust portfolio of computer vision projects.",advanced,120.0,0,nd891,608,93.125,School of Artificial Intelligence,"Convolutional Neural Networks (CNN), Recurrent Neural Networks (RNN), Simultaneous Localization and Mapping (SLAM), Object Tracking, Image Classification, Deep Learning",Become a Computer Vision Expert,https://www.udacity.com/course/computer-vision-nanodegree--nd891,English,months
Microsoft,"Microsoft Azure is one of the most popular cloud services platforms used by enterprises, making it a crucial tool for cloud computing professionals to add to their skillset. The DevOps Engineer for Microsoft Azure Nanodegree program teaches students how to deploy, test, and monitor cloud applications on Azure, thereby preparing learners for success on Microsoft’s AZ-400 DevOps Engineer Expert certification exam.",intermediate,120.0,0,nd082,0,,School of Cloud Computing,"Infrastructure as Code,  Configuration Management,  Agile Planning,  Continuous Integration,  Continuous Delivery,  Test Automation,  Monitoring",Become a DevOps Engineer for Microsoft Azure,https://www.udacity.com/course/devops-engineer-for-microsoft-azure-nanodegree--nd082,English,months
"Kaggle, AWS","Learn foundational machine learning algorithms, starting with data cleaning and supervised models. Then, move on to exploring deep and unsupervised learning. At each step, get practical experience by applying your skills to code exercises and projects.
",intermediate,120.0,0,nd229,342,94.85380116959064,School of Artificial Intelligence,"Introduction to Machine Learning, Supervised Learning, Deep Learning, Unsupervised Learning",Intro to Machine Learning with PyTorch,https://www.udacity.com/course/intro-to-machine-learning-nanodegree--nd229,English,months
,"Build sustainable profit streams from products. Learn how to identify target markets, buyer personas, and outreach channels to optimize the path to purchase. Begin by synthesizing market and customer data to formulate key buyer personas and the relevant outreach channel mix build. Then, leverage buyer psychology to develop a path to purchase that is optimized for paid conversion. Finally, apply premium value and pricing tactics to create a monetization model that increases the customer lifetime value : customer acquisition cost (LTV : CAC) ratio. ",intermediate,40.0,0,nd037-3,0,,School of Business,"Product Management, Monetization Models, Pricing Strategy, Buyer Personas, Lifetime Value, Customer Acquisition Cost, Pricing Metrics, Growth Strategy",Monetization Strategy Course,https://www.udacity.com/course/monetization-strategy--nd037-3,English,month
WorldQuant,"Learn the basics of quantitative analysis, including data processing, trading signal generation, and portfolio management. Use Python to work with historical stock data, develop trading strategies, and construct a multi-factor model with optimization.",intermediate,240.0,0,nd880,515,91.6116504854369,School of Artificial Intelligence,"Momentum Trading Strategy, Smart Beta, Alpha Factors, Natural Language Processing, Deep Learning, Neural Networks",Artificial Intelligence for Trading,https://www.udacity.com/course/ai-for-trading--nd880,English,months
,"Learn the essential foundations of AI: the programming tools (Python, NumPy, PyTorch), the math (calculus and linear algebra), and the key techniques of neural networks (gradient descent and backpropagation).",beginner,120.0,0,nd089,839,92.4672228843862,School of Artificial Intelligence,"Python, NumPy, Pandas, Matplotlib, PyTorch",AI Programming with Python,https://www.udacity.com/course/ai-programming-python-nanodegree--nd089,English,months
,"Perform analysis on data stored in relational and non-relational database systems to power strategic decision-making. Learn to determine, create, and execute SQL and NoSQL queries that manipulate and dissect large scale datasets. Begin by leveraging the power of SQL commands, functions, and data cleaning methodologies to join, aggregate, and clean tables, as well as complete performance tune analysis to provide strategic business recommendations. Finally, apply relational database management techniques to normalize data schemas in order to build the supporting data structures for a social news aggregator.",beginner,80.0,0,nd072,90,89.33333333333331,School of Data Science,"SQL, PostgreSQL, JOINs, Subqueries, Window Functions, Partitions, Data Cleaning, DDL, DML, Relational and Non-Relational Databases",Learn SQL,https://www.udacity.com/course/learn-sql--nd072,English,months
